episode,length,return
1,28,124.5213443895083
2,20,90.1945907686017
3,23,103.05254134166395
4,19,81.53195954323684
5,28,123.22923559670782
6,18,80.84011047206539
7,18,79.6892694909036
8,30,134.78275979861797
9,20,86.58370610433275
10,17,75.27614386072011
11,19,85.62469597940289
12,19,85.18385761379751
13,24,107.46523980298836
14,19,87.26972308935049
15,17,75.9283638281141
16,17,75.90692052395332
17,15,63.83007580573449
18,28,133.19741121428854
19,26,114.7013822199554
20,19,86.96972285667061
21,21,95.53512970510272
22,30,142.04656224518217
23,23,98.26493818000014
24,40,183.7059109555836
25,36,165.6255513696555
26,17,72.82621890072181
27,21,89.9094348300611
28,17,75.21665655459759
29,17,74.8232947051534
30,32,132.8189570915696
31,19,82.38043738877545
32,35,154.12295641804468
33,18,78.12235582619233
34,23,91.0781991222196
35,32,139.5084076402761
36,17,76.1707461971833
37,17,75.40035220661956
38,17,73.78042829206593
39,20,91.2863974170793
40,16,70.9987792536466
41,16,70.11022420910608
42,16,70.29060706653706
43,20,90.47287339948454
44,29,120.71497265811139
45,21,94.08036142704064
46,25,119.3798880650175
47,19,86.60144752146613
48,26,116.59087220534789
49,24,106.43303712930638
50,21,93.99283776419041
51,19,86.07244739437114
52,17,75.88435462912481
53,16,70.93375768308697
54,17,76.0962082225275
55,16,71.0488975990326
56,17,75.27272873827955
57,21,98.86415432720919
58,60,256.60805097060137
59,19,86.4902003457582
60,21,88.81508703951671
61,31,137.03225384769473
62,18,79.2418990034723
63,30,129.64991776265714
64,28,128.5699249619277
65,18,78.23084945389361
66,22,98.2010262576777
67,17,75.54256865703175
68,20,89.1894344362833
69,17,75.90939704576606
70,16,70.59666698781088
71,20,92.2771259485912
72,17,75.99544201938944
73,33,149.88651138826643
74,19,85.12138297281187
75,28,130.23323492110654
76,17,76.2680194237865
77,17,75.21223669101524
78,17,76.16528764562207
79,28,118.8118355173896
80,18,80.08954332358671
81,17,75.52127729376737
82,23,103.2141046800521
83,26,119.98218064811384
84,22,97.80135388221139
85,17,75.88413564616789
86,16,70.7266467080758
87,18,80.46516368065322
88,17,74.9567719612674
89,19,88.38251310180422
90,24,107.83339060506093
91,26,122.19479533138784
92,38,155.0454666834537
93,25,115.1952193637956
94,17,75.92437338258848
95,18,80.29439036033428
96,19,85.58131057819814
97,16,70.87201598580519
98,16,70.38768765611313
99,16,70.94696600088338
100,18,80.79498238842253
101,17,75.54621936077997
102,18,80.31602362043083
103,16,68.47297054558264
104,17,75.71440279556857
105,18,80.09539815114796
106,32,139.77628427777802
107,27,127.71786555361375
108,21,98.30200239644014
109,25,117.17036607363767
110,31,142.15525119328058
111,31,135.83838316454137
112,18,80.99211045366388
113,17,76.01306393201912
114,17,73.18840524342853
115,22,101.47644587130195
116,17,70.61028342642298
117,16,71.12053291607644
118,23,105.14503746456487
119,19,86.89620317097499
120,18,80.58995934153405
121,29,136.57648379641785
122,22,100.16117768315593
123,44,207.85412483144617
124,16,70.86867598248405
125,18,80.01022049151238
126,17,76.36031093190627
127,23,104.25642391923304
128,20,92.23324007885755
129,18,80.74388717644942
130,23,97.58048699790864
131,17,76.12198779596797
132,17,75.00475713839816
133,41,179.7901208017713
134,18,81.34151396404904
135,31,150.61601108980278
136,29,121.65999897828331
137,32,152.44363408339683
138,36,162.96253983014657
139,20,90.132743753179
140,38,176.2640676781298
141,28,102.18376388208435
142,18,82.2854291937066
143,18,80.82315442554233
144,22,95.5116777588641
145,19,82.97808559716184
146,20,89.34494741434634
147,17,72.94301237234153
148,30,130.91053294838605
149,39,169.90730008156567
150,35,156.18864372047105
151,23,105.21877825648433
152,16,70.77311856918755
153,17,75.58340662653514
154,18,80.32013097409364
155,32,149.19118345276325
156,18,82.25105100212811
157,41,184.53544658816836
158,21,96.16643352539964
159,19,82.7145474322027
160,17,76.36182767187927
161,18,82.02092669397835
162,17,75.74234484122242
163,20,90.17696384439232
164,27,128.75088586942036
165,20,89.84501495304691
166,18,78.36329164517149
167,24,104.99471079203481
168,34,152.3010353957158
169,17,76.15360505217483
170,24,108.077762378563
171,22,101.7585321632992
172,18,81.75890464652991
173,17,75.92679465890927
174,33,138.94951139938993
175,19,86.06359748219403
176,18,74.1986062354929
177,17,75.58146862226715
178,17,75.99079333881497
179,20,90.6474174829361
180,27,124.42591669793825
181,19,85.50774254159592
182,16,68.64862210429494
183,27,127.9342492900915
184,27,121.78456085086168
185,31,135.39698315242165
186,19,75.41828001618592
187,21,88.72079523469507
188,22,102.08122028524932
189,16,70.08035949229543
190,17,75.50535279810107
191,17,76.38703373325171
192,17,75.78443523711357
193,47,213.87034434739792
194,28,122.52270967565798
195,28,123.01774731679835
196,26,111.49275107753185
197,18,80.40552348599883
198,21,95.91402041265533
199,19,87.18786212594806
200,17,76.32838335886511
201,19,88.02134790064876
202,19,84.67709563375311
203,17,74.150365437497
204,17,75.7196258943483
205,22,99.06471320994645
206,24,111.73133472245458
207,17,73.75814000399646
208,18,78.89282842307827
209,24,113.38404173773505
210,22,99.86576809252881
211,17,76.31336720742954
212,21,96.2651568077064
213,17,76.11942394889213
214,19,87.0607458143444
215,23,109.17387765400554
216,17,75.0612340999911
217,19,84.3774866149925
218,18,80.4961100585041
219,18,79.60785715919913
220,30,139.28462947424114
221,25,114.71388202039486
222,26,117.80381495967093
223,22,98.25407052141878
224,19,86.04032236913454
225,24,112.15022411327469
226,18,81.65403595941832
227,22,101.8824960769531
228,18,79.31518551167845
229,22,94.14189742847098
230,43,205.8971738522799
231,16,70.4358245057363
232,30,130.0166209615054
233,17,72.95092402563627
234,16,71.15069940297538
235,15,66.49196580448667
236,16,71.46321176365105
237,17,74.97992164747863
238,16,71.72411128357734
239,27,125.6739366708146
240,29,119.06162875165467
241,17,74.89889978449351
242,16,71.2021115322696
243,17,75.91082963438036
244,40,166.10792953222463
245,18,80.63852861296844
246,31,135.11332707108264
247,19,84.99743205948504
248,32,142.0962617835668
249,19,86.45195990575061
250,18,79.46303804177917
251,16,70.97565057155047
252,18,80.59360299041644
253,25,114.15298899230137
254,19,83.99193834023725
255,17,75.60256475831765
256,18,80.37441851494876
257,17,75.98313502563539
258,29,132.9081327793251
259,17,73.14487193297671
260,17,75.22770887864525
261,34,159.81911317598542
262,17,76.16084826132925
263,19,86.16978670444333
264,24,109.08990125804287
265,20,89.27815579122148
266,17,74.3763136218286
267,25,115.25168465700062
268,43,194.22552121546244
269,19,82.30620374070888
270,20,91.78641175126634
271,18,81.24181936229543
272,31,135.57106332246883
